1750359566,3,0,0
1750359571,3,0,0
1750359576,3,0,0
1750360862,2,0,1
1750360867,2,0,1
1750360872,2,0,1
1750360877,2,0,1
1750360882,2,0,1
1750360887,2,0,1
1750360892,2,0,1
1750360897,2,0,1
1750360902,2,0,1
1750360907,2,0,1
1750360912,2,0,1
1750360917,2,0,1
1750360922,2,0,1
1750360927,2,0,1
1750360932,2,0,1
1750360937,2,0,1
1750360942,2,0,1
1750360947,2,0,1
1750360952,2,0,1
1750360957,2,0,1
1750360962,2,0,1
1750360967,2,0,1
1750360972,2,0,1
1750360978,2,0,1
1750360983,2,0,1
1750360988,2,0,1
1750360993,2,0,1
1750360998,2,0,1
1750361003,2,0,1
1750361008,2,0,1
1750361013,2,0,1
1750361018,2,0,1
1750361023,2,0,1
1750361028,2,0,1
1750361033,2,0,1
1750361038,2,0,1
1750361043,2,0,1
1750361048,2,0,1
1750361053,2,0,1
1750361058,2,0,1
1750361063,2,0,1
1750361068,2,0,1
1750361073,2,0,1
1750361078,2,0,1
1750361083,2,0,1
1750361088,2,0,1
1750361093,2,0,1
1750361098,2,0,1
1750361103,2,0,1
1750361108,2,0,1
1750361113,2,0,1
1750361118,2,0,1
1750361123,2,0,1
1750361128,2,0,1
1750361133,2,0,1
1750361138,2,0,1
1750361143,2,0,1
1750361148,2,0,1
1750361153,2,0,1
1750361158,2,0,1
1750361163,2,0,1
1750361168,2,0,1
1750361173,2,0,1
1750361178,2,0,1
1750361183,2,0,1
1750361188,2,0,1
1750361193,2,0,1
1750361198,2,0,1
1750361203,2,0,1
1750361208,2,0,1
1750361213,2,0,1
1750361218,2,0,1
1750361223,2,0,1
1750361228,2,0,1
1750361233,2,0,1
1750361238,2,0,1
1750361243,2,0,1
1750361248,2,0,1
1750361253,2,0,1
1750361258,2,0,1
1750361486,2,0,1
1750361491,2,0,1
1750361496,2,0,1
1750361501,2,0,1
1750361507,2,0,1
1750361512,2,0,1
1750361517,2,0,1
1750361522,2,0,1
1750361528,2,0,1
1750361533,2,0,1
1750361538,2,0,1
1750361543,2,0,1
1750361548,2,0,1
1750361554,2,0,1
1750361559,2,0,1
1750361564,2,0,1
1750361569,2,0,1
1750361574,2,0,1
1750361580,2,0,1
1750361585,2,0,1
1750361590,2,0,1
1750361595,2,0,1
1750361601,2,0,1
1750361606,2,0,1
